0 5 10 25 28 33
1 5 10 25 28 32
0 3 10 25 30 33
0 5 8 27 28 33
1 3 10 25 30 32
1 5 8 27 28 32
0 1 13 25 30 33
0 3 8 27 30 33
0 5 8 22 33 33
1 1 13 25 30 32
1 3 8 27 30 32
1 5 8 22 32 33
